Applications in Information Systems,Artificial Intelligence,Basic Algebra,Business Analytics,Calculus and Analytic Geometry I,Calculus and Analytic Geometry II,Calculus and Analytic Geometry III,Circuit Modeling I,College Algebra,College Writing I,College Writing II,Computer Architecture/Operating Systems,Computer Graphics,Corporate Finance,Data Communications and Computer Networks,Database Design and Implementation,Discrete Mathematics,Discrete Structures,Electrical Engineering Projects and Tools,Elementary Algebra,Elementary Statistics,Engineering Management,Essentials of Anatomy and Physiology,Financial Accounting,Finite Mathematics with Applications,Fundamentals of Engineering Analysis Tools,General Physics I,General Physics II,Human Factors Engineering,Intermediate Algebra,Intermediate Software Engineering,Interpretation of Business and Economic Data,Introduction to Agribusiness,Introduction to Computer Security,Introduction to Marketing,Introduction to Microprocessors,Introduction to Programming,Introduction to Software Engineering,Leadership and Management,Logic and Digital Design,Management Accounting,Mathematical Problem Solving,Microcomputer Applications,Microsoft Excel for Business,Object Oriented Analysis and Design,Object-Oriented Programming and Data Structures I,Object-Oriented Programming and Data Structures II,Operations Management,Operations Research I,Organizational Behavior,postreq,Precalculus,Principles and Applications of Project Management,Programming in C++,Programming in COBOL,Programming in VB.NET,Programming Language Structures,Quality Engineering,Quality Management,Real-Time Embedded Systems Programming,Software Engineering Project I,Software Engineering Project II,Software Maintenance and Reengineering,Software Quality,Statistical Methods with Applications,Studio College Writing,Systems Analysis and Design,Systems Development and Implementation,Technical Writing,Trigonometry and Analytic Geometry,"Web Protocols, Technologies, and Applications",Windows Programming
$,$,$,$,F,$,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,B-,$,$,A,A-,A-,A,$,A,A,B,$,A,$,$,$,$,$,$,$,B+,A,$,$,A-,$,$,A,$,A,$,A,$,A-,$,$,$,$,A,A-,A,$,$,$,$,$,$,A,$,$,$,$,$,A,A-,A,A-,A,B+,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,D,D,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C+,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,B,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$
$,$,$,$,$,$,$,$,D,A,C,$,$,$,$,F,$,$,$,$,C+,$,$,C,D+,$,$,$,$,$,$,$,$,$,C,$,A,$,A-,$,D,$,$,$,$,C,$,$,$,A,$,$,$,B,B-,A-,$,$,$,$,$,$,$,$,$,$,C+,C-,C+,D,$,F
B+,$,$,C+,$,$,$,$,$,$,$,$,$,$,C+,C-,$,$,$,$,B+,$,$,C,F,$,$,$,$,$,$,$,$,B+,B,$,$,$,B,$,C,$,$,$,$,B-,$,$,$,B-,$,$,$,C-,B,D+,$,$,A,$,$,$,$,$,$,$,C+,B-,A,$,$,C+
$,$,$,$,F,$,$,$,$,$,A,A,$,$,A,A,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A,$,$,$,A,A,$,$,$,$,$,A,A-,A,$,$,$,$,$,$,A,$,A,A-,$,$,$,$,$,$,$,$,$,$,$,A,$,$,A
$,A,$,$,A,C,C,C+,$,B,A,B+,$,$,A,$,B,$,A,$,$,$,$,$,$,$,B+,B+,$,$,A-,$,$,$,$,B+,$,A,B+,B+,$,$,$,$,B,B,A-,$,$,$,$,$,$,A,$,$,A,$,$,B,A-,B+,B,A,B,$,$,$,$,$,$,$
$,$,$,$,C,$,$,$,$,C,C,$,$,$,F,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,C,B,$,$,$,$,$,$,C,F,$,$,$,$,C,$,B,C,B,$,$,$,$,$,$,$,$,$,$,$,$,B,$,$,B
$,$,$,$,F,$,$,$,$,B,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A,$,D,$,$,$,$,$,$,F,$,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,A,A-,$,$,B+,A,A-,$,A,$,$,$,$,$,$,$,A-,A-,$,$,A-,$,$,B,$,A-,$,B+,A-,A-,$,$,$,A-,A-,B,B+,$,$,$,$,$,$,A,$,$,A,$,$,A,A,A-,A-,A-,B,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,F,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,F,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,B,C,$,$,$,$,$,$,$,$,C,$,$,$,F,$,$,$,$,$,F,$,$,$,$,$,$,B,F,B,$,$,$,$,$,$,F,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$
$,$,$,$,$,$,$,$,D,B,A,$,$,$,$,$,$,$,$,$,B,$,$,F,D,$,$,$,$,$,$,$,$,$,$,$,A,$,C+,$,$,$,$,$,$,F,$,$,$,$,$,$,$,C,C+,$,$,$,$,$,$,$,$,$,$,$,$,$,A,$,$,$
$,$,$,$,C-,$,$,$,$,$,A,C+,$,$,B,B,C+,$,B+,$,$,$,$,$,$,$,$,$,$,$,$,$,$,B,$,$,$,B,C,$,$,$,$,$,B,B-,C,$,$,$,$,$,$,C,$,A,B-,$,$,$,$,$,C+,B-,$,$,$,$,B+,$,$,B
$,$,$,$,B-,B,C-,D+,$,B,B,D,$,$,C+,B+,B-,$,A,$,$,$,$,$,$,$,C,C,$,$,C+,$,$,A-,$,$,$,B-,A,D+,$,$,$,$,B,C,C-,$,$,$,$,A-,$,C+,$,$,B+,$,$,C,B-,A-,B+,B,C,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,C-,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,C,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,C,$,$,$,C,$,$,B+,A-,C+,$,B+,$,$,$,$,$,$,$,$,$,$,$,A,$,$,$,$,C,$,A,B+,B+,$,$,$,$,B+,B,B,$,$,$,$,$,$,$,$,$,A,$,$,B,C,B,B-,A,C+,$,$,$,$,$,$,$
$,$,$,$,$,$,A-,$,$,A,A,$,$,$,$,A,B,$,A-,$,$,$,$,A,$,$,B+,$,$,$,B,$,$,$,$,$,$,B+,A,$,$,$,$,$,$,A-,B,$,$,$,$,$,$,A,$,$,$,$,$,$,$,$,$,$,B,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,B+,$,$,$,C+,$,$,$,$,B+,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,B,B,B-,$,B,B,B,$,$,B,B,C,$,A,$,$,$,$,$,$,$,B,B-,$,$,C,$,$,$,$,B+,$,B,B,B-,$,$,$,$,C,B,B,$,$,$,$,$,$,C,$,$,B,$,$,C+,C+,B+,B-,B,C,$,$,$,$,$,$,$
C,$,$,$,$,$,$,$,$,$,$,F,$,D,F,F,$,$,$,$,C,$,$,C,$,$,$,$,$,$,$,$,$,$,D,$,$,$,C,$,C,$,$,$,$,C,$,$,$,$,$,$,$,$,F,D,$,$,$,$,$,$,$,$,$,$,D,C,B,$,$,F
$,$,$,F,B-,F,$,$,F,C,C,$,$,$,$,$,$,$,$,$,$,$,C-,D,$,$,D+,$,$,$,$,$,$,$,C-,$,$,$,C,$,$,$,$,$,$,$,$,F,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C-,$,$
$,$,$,$,$,D,C,F,$,A,C,C,$,$,B,B,C,$,A,$,$,$,$,$,$,$,C,B,$,$,C,$,$,$,$,B+,$,C,B,A-,$,$,$,$,D,C,C,$,$,$,$,$,$,A,$,$,C+,$,$,B,B,B,B,C,C,$,$,$,$,$,$,$
B,$,$,$,$,$,$,$,B,$,B,$,$,C+,C,C+,$,$,$,$,B,$,$,C,B-,$,$,$,$,$,$,B,$,$,B,$,$,$,A,$,C,$,$,$,$,B,C,$,$,$,$,$,$,A,B,A,$,$,$,$,$,$,$,$,$,$,D,B,B,$,$,A-
$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A-,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,B-,$,$,C-,$,$,$,$,A,A-,C+,$,$,B,B,C-,$,$,$,$,$,$,$,$,$,$,$,$,B,$,$,$,$,B,$,A,B,A,$,$,$,$,$,B,B+,B,$,$,$,$,C,$,C,B+,B,A-,$,$,$,$,$,$,$,$,$,$,$,A-,$,$,B-
$,$,$,$,B,A,B,A,$,A,B,B,$,$,A,A,B,$,A,$,$,$,$,$,$,$,A,A-,$,$,B,$,$,$,$,A-,$,B,A,A-,$,$,$,$,A,A,A,$,$,$,$,$,$,A,$,$,A,$,$,B+,A,A-,A,A-,A-,$,$,$,$,$,$,$
$,A,$,$,$,$,$,$,$,$,$,A,$,$,A,$,A-,$,A,$,$,$,$,$,$,$,$,A-,$,$,A,$,$,A-,$,A,$,A,$,A,$,$,$,$,A,A,A,$,$,$,$,$,$,$,$,$,A,$,$,A-,A,A,B+,A,A-,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,A,$,$,D,$,$,D,$,$,$,$,$,$,B,$,$,$,$,$,$,$,C-,$,$,B,$,$,$,A,$,F,$,A,$,$,D,$,$,$,A,$,$,$,C,C-,C+,$,$,A,$,$,$,$,$,$,$,$,$,A,$,$,$
$,$,$,$,F,F,$,F,C-,B,B+,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D+,C,$,$,$,$,$,$,B-,C,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,$
$,$,$,$,$,$,$,$,D,$,B,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,$,F,$,D,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$
$,B+,$,$,B,C+,B+,$,$,A,A,B,$,$,B,B,B,$,A,$,$,$,$,$,$,$,C,B,$,$,B,$,$,B,$,A,$,B+,A,A-,$,$,$,$,A-,B,B,$,$,$,$,$,$,C,$,$,$,$,$,A,B,A,A-,A,B,$,$,$,$,B,$,$
$,$,$,$,$,$,$,B-,$,$,$,B+,$,$,B+,B+,A-,$,A,$,$,$,$,$,$,$,$,$,$,$,B+,$,$,$,$,B+,$,A,A-,A-,$,$,$,$,C,B+,A-,$,$,$,$,$,$,$,$,$,B+,$,$,B+,C,B,B-,B-,C,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,B+,C,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,A,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,F,C,B-,$,$,A,F,$,$,$,$,$,$,$,$,$,$,B-,$,$,$,$,A-,B+,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,B,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,C,$,$,$,$,$,B,B+,C+,F,C-,B,C,$,$,$,$,$,$,C,$,$,$,$,$,$,$,C,$,B,B+,$,A,B,C+,$,C-,$,$,$,C,B,B,$,$,$,$,$,$,C,B,B,B,$,$,$,$,$,$,$,$,$,$,$,B-,C-,$,B+
$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,C-,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
B+,$,$,$,A,B,D,$,$,$,B,B-,$,$,B,B+,B,$,A,$,A,$,$,B,$,$,$,$,$,$,$,$,$,$,B-,$,$,B,A,$,B+,$,$,$,C,A,B,$,$,$,$,$,$,$,A,A,$,$,$,$,$,$,$,$,$,$,A,B+,A,$,$,B+
$,$,$,$,B,F,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,A,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,D,$,$,$,$,$,$,$,F,$,D,$,$,$,$,$,$,$,$,$,C,F,$,$,$,$,$,$,$,$,$,C+,C,$,$,$,$,$,$,C-,F,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,B-,C-,C,A-,$,$,A-,B,$,$,B+,B,B,$,A,$,$,$,$,$,$,$,B,A-,$,$,B,$,$,B,$,$,$,B-,A-,A-,$,$,$,$,A,B,A-,$,$,$,$,$,$,A-,$,$,A,$,$,B,A,A,B,B,B-,$,$,$,$,$,$,$
$,$,$,A-,$,$,$,$,D,C,B,$,$,C-,$,$,$,$,$,$,$,$,$,D+,$,$,$,$,$,C,$,D,$,$,C,$,$,$,C,$,C+,$,C,$,$,$,$,C+,$,B,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,$,$
$,$,$,$,D,D,$,$,$,C,F,A-,$,$,C,$,F,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,B,$,$,$,F,D+,$,$,$,$,$,C+,F,F,$,$,$,$,$,$,C,D,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,A-,B-,B,B,$,A-,B-,B,$,$,A-,A-,B,$,A,$,$,$,$,$,$,$,B+,B+,$,$,A-,$,$,$,$,A,$,B+,A-,A,$,$,$,$,B,A-,B+,$,$,$,$,$,$,B,$,$,A,$,$,B,B+,A-,B+,B,B+,$,$,$,$,C,$,$
A-,$,$,$,D+,$,$,$,$,B,A-,$,$,$,B,B,$,$,$,$,A-,$,$,A,A-,$,$,$,$,$,$,$,$,C+,A,$,A,$,A,$,A-,$,$,$,$,A-,$,$,$,A,$,$,$,A-,A-,A-,$,$,$,$,$,$,$,$,$,$,A-,A-,B+,$,$,B
$,$,$,$,D,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,$,$,B,$,$,$,B,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,C,$,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
B,$,$,$,$,$,$,$,$,A,B+,$,$,$,C+,F,$,$,$,$,$,$,$,A-,C,$,$,$,$,$,$,$,$,B,B-,$,A-,$,A,$,B,$,$,$,$,B+,$,$,$,B,$,A,$,B,B,B,$,$,$,$,$,$,$,$,$,$,B,B-,B,$,$,B-
$,$,$,$,C,C,C,C-,$,B+,B,B-,$,$,B+,B-,C,$,B+,$,$,$,$,$,$,$,C,D,$,$,B,$,$,$,$,B-,$,B-,A,B,$,$,$,$,B-,C-,B,$,$,$,$,B,$,B,$,$,A-,$,$,C,A,B+,C+,B,C-,$,$,$,$,$,$,$
$,A,$,$,$,B,B+,B+,$,A,A,A,$,$,A,$,A-,$,A,$,$,$,$,$,$,$,$,A,$,$,A,$,$,$,$,A-,$,A,A,A,$,$,$,$,A,A,A-,$,$,$,$,$,$,A,$,$,A,$,$,A,A-,A,A-,A-,A-,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,$,A-,$,$,$,$,$,$,$,$,B,F,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,F,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$,$,$,$,$,$,$,$,$,$,$,$,D+,$,$,$,$,$,$,F,$,$,$,$,$,$,$,B,$,D+,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,B-,$,$,B,$,$,$,$,$,B,B+,$,$,B,A,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,B,B-,$,$,B+,A,$,$,$,$,$,B,B,B,$,$,$,$,$,$,B,$,A-,B+,$,$,$,$,$,$,$,$,$,$,$,F,$,$,A-
$,$,$,$,$,F,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,F,$,$,$,$,$,$,$,C+,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,A,$,$,C+,B,B,A,B,A,A,B,$,$,A,$,B,$,A,$,$,$,$,$,$,$,B,B+,$,$,A,$,$,A,$,$,$,A-,A-,A,$,$,$,$,A-,A-,A,$,$,$,$,$,$,A-,$,$,A-,$,$,A,A,A,A,A,A,$,$,$,$,B+,$,$
$,$,$,$,A,A,A,B,$,A,A,B,$,$,B+,B,C,$,A,$,$,$,$,$,$,$,B+,B,$,$,A,$,$,$,$,B+,$,A,A,B,$,$,$,$,B,A,A,$,$,$,$,A,$,A,$,$,A,$,$,B,C+,A,B,B,B,$,$,$,$,$,$,$
$,$,$,$,$,$,$,$,D,D,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,B-,$,D,$,$,$,$,$,$,F,$,$,$,$,$,$,$,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,C,$,$,$,$,C,B,C,$,$,F,F,C-,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,B-,$,B,C+,B,$,$,$,A,$,D,B,C,$,$,$,$,$,$,B,B,$,C-,$,$,$,$,$,$,$,$,$,$,$,A-,$,$,B-
$,$,$,A-,$,$,$,$,C-,A,B-,$,$,D+,$,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,C,$,A-,$,C+,$,C-,$,$,$,$,D+,$,$,$,$,$,$,$,C,C,C-,$,$,$,$,$,$,$,$,$,$,B-,C,A,$,$,$
$,$,$,$,D,$,$,$,$,C,C,C,$,$,B-,B,D,$,$,$,$,$,$,C-,$,$,$,$,$,$,B-,$,$,$,$,$,C,D,D,$,$,$,$,$,B-,B,C-,$,$,$,$,F,$,C,C,$,B,$,$,$,$,$,$,$,$,$,$,$,C,$,$,B-
$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,B,$,$,$,$,$,$,D,$,$,$,$,$,$,$,C,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
C,$,$,$,F,$,$,$,$,F,F,B+,$,$,D,F,$,$,$,$,B,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,B,$,C,$,B,$,$,$,$,F,$,$,$,$,$,$,$,D,B,C-,$,$,$,$,$,$,$,$,$,$,C-,C,B-,$,$,$
$,C,$,$,D,$,$,$,C,B,A,C,B-,$,B-,B-,D,$,$,$,$,$,$,$,$,$,$,$,$,$,B,$,$,$,$,$,A,B,B,$,$,$,$,$,D,B+,B-,$,$,$,$,$,$,D,A,B,A,$,$,C,$,$,C,C+,$,$,$,$,B-,B-,$,B
$,$,$,$,$,$,$,$,$,A,B+,$,$,B,$,$,$,$,$,$,C+,$,$,C,$,$,$,$,$,$,$,$,$,$,B,$,A,$,A,$,C-,$,A,$,$,$,$,A,$,$,$,B-,$,C+,$,$,$,$,A,$,$,$,$,$,$,$,$,$,$,$,$,$
B,$,$,$,$,$,$,$,$,B+,B,$,$,$,C-,B+,$,$,$,$,B,$,$,B,B-,$,$,$,$,$,$,$,$,C+,A-,$,$,$,A,$,C,$,$,$,$,C,$,$,$,C,$,B,$,B+,B-,A-,$,$,$,$,$,$,$,$,$,$,B-,B-,C+,$,$,C-
$,$,$,$,B-,B-,B-,D,D,$,A,B-,$,$,B,B,D,$,B,$,$,$,$,$,$,$,D,$,$,$,C+,$,$,$,$,$,$,B+,A,$,$,$,$,$,B-,C-,B,$,$,$,$,$,$,C,B,A,A-,$,$,$,$,$,C,B-,C-,$,$,$,A,C,$,B
$,$,$,$,F,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,C,C,$,$,$,B,B,C+,$,C,C,B,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A,A-,C+,$,$,$,$,$,C,A,B,$,$,$,$,$,$,B,$,A-,B-,$,$,$,$,$,$,$,B,$,$,$,B-,$,$,B
$,$,$,$,D,$,$,$,$,A,F,$,$,C,$,$,$,$,$,$,C+,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A,$,$,$,$,$,$,B+,$,B+,$,$,$,$,$,$,$,$,B+,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,C,F,$,$,$,B,C,C+,$,$,B,C+,B-,$,B,$,$,$,$,B,$,$,$,$,$,$,$,$,$,$,$,$,$,B,C,$,$,$,$,$,B,B,C,$,$,A-,$,C,$,F,$,B+,B-,$,B+,$,$,$,$,$,$,$,$,$,B-,$,$,C+
$,$,$,$,C,C,C,C,$,B,B,D,B,$,B,$,F,$,A,$,$,$,$,$,$,$,A-,A,$,$,C,$,$,$,$,A,$,C,B,B,$,$,$,$,D+,B,B,$,$,$,$,B,$,A,$,$,B-,$,$,B,B+,A,B-,B,B,$,$,$,$,$,$,$
C,$,$,$,D,$,$,$,$,C,C,F,$,$,F,F,F,$,$,$,C+,$,$,F,B,$,$,$,$,$,$,$,$,$,B-,$,C,B,B,$,C-,$,$,$,D,A,F,$,$,A,$,D,$,B,F,C,$,$,$,$,$,$,$,$,$,$,B-,D,C,$,$,C
$,$,$,$,$,B,B+,$,$,A,B+,A-,$,$,B,B+,C,$,$,$,$,C+,B+,$,$,$,B-,C,C+,$,B,$,$,$,$,$,$,B+,B,$,$,$,$,$,B,A,B+,$,B+,A-,$,$,$,A,$,$,A-,B+,$,C+,C,B+,B,B-,D+,$,$,$,$,$,$,$
$,A,$,$,$,$,A,$,$,$,A,A,$,$,A,$,A,$,$,$,$,A-,A,$,$,$,A,A,A-,$,A,$,$,$,$,$,$,A,A,$,$,$,$,$,A,A,A,$,A,$,$,$,A-,A,$,$,A,A,$,A-,A,A,A,A,A,$,$,$,$,$,$,$
$,B,$,$,C,D,$,$,$,$,A,C+,$,$,B+,B-,B-,$,$,$,$,$,$,A-,$,$,$,$,$,$,$,$,$,B+,A,$,$,B,A,$,$,$,$,$,A,C,B-,$,$,$,$,$,$,B,$,A,B,$,$,$,$,$,$,$,$,$,$,$,A,$,$,A-
$,$,$,$,$,$,B-,$,$,$,A,A-,$,$,A-,A,B,$,A,$,$,$,$,$,$,$,A,B-,$,$,B,$,$,B,$,A,$,A-,A,B+,$,$,$,$,A,B,A,$,$,$,$,$,$,A-,$,$,A-,$,$,A,A-,A-,A-,A,A,$,$,$,$,$,$,$
B,$,$,$,$,$,$,$,F,B,B,$,$,$,C,B+,$,$,$,$,C,$,$,F,B-,$,$,$,$,C,$,$,$,$,C+,$,B,$,B,$,D,$,$,$,$,B,$,$,$,$,$,$,$,D,B,A,$,$,$,$,$,$,$,$,$,$,B,B,B,$,$,B-
$,$,$,$,A,A,A,$,A,A,A,A,$,$,A,A,A,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,A,A,A,$,$,$,$,$,A,A,A,$,$,$,$,$,$,A,A,$,A,$,$,$,$,$,$,$,A,$,$,$,A,$,$,A-
$,$,$,$,B+,A,B,C+,A-,B,B,A-,B+,$,B-,B,B,$,B,$,$,$,$,$,$,$,B,B,$,$,B-,$,$,$,$,A-,A,B,B,A,$,$,$,$,C,B-,B,$,$,$,$,$,$,B,$,$,A-,$,$,B,B+,A,C,B-,C+,$,$,$,$,C-,$,$
$,$,$,$,F,$,$,D,$,$,$,$,$,C,$,$,$,$,A-,$,C,$,$,$,$,$,C,$,$,$,$,$,$,$,B-,$,$,$,C+,$,$,$,$,$,$,D,$,$,$,$,$,$,$,B,B-,A,$,$,$,$,$,$,$,$,$,$,A,B,B-,$,$,$
D+,$,$,$,$,$,$,$,F,$,$,$,$,$,C-,D,$,$,$,$,$,$,$,C,D,$,$,$,$,$,$,$,$,D+,$,$,$,$,B,$,C,$,$,$,$,C,$,$,$,A,$,$,$,C,C,A-,$,$,$,$,$,$,$,$,$,$,C+,C,$,$,$,B-
$,$,$,$,$,$,$,$,$,B-,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,D,$,$
$,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,F,$,$,$,$,$,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
$,$,$,$,$,F,$,$,$,B-,F,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,C,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
