class_1,class_2,pval,rho,n
Electrical Engineering Projects and Tools,Personal Financial Planning,0.735683245,-0.099251201,14
Electrical Engineering Projects and Tools,Philosophy of Religion,0.666666667,-0.5,3
Electrical Engineering Projects and Tools,Physical Geology,0.075987964,0.706439384,7
Electrical Engineering Projects and Tools,Piano Techniques - First Semester,0.455668946,-0.544331054,4
Electrical Engineering Projects and Tools,Planet Earth,0.01337762,0.294364325,70
Electrical Engineering Projects and Tools,Precalculus,0.323873497,0.152238335,44
Electrical Engineering Projects and Tools,Principles of Macroeconomics,0.005071672,0.260789136,114
Electrical Engineering Projects and Tools,Principles of Microeconomics,0.81484842,0.023959356,98
Electrical Engineering Projects and Tools,Principles of Physics,1,0,5
Electrical Engineering Projects and Tools,Programming in C++,0.000444788,0.253627629,188
Electrical Engineering Projects and Tools,Programming in COBOL,0.110052647,0.256545106,40
Electrical Engineering Projects and Tools,Programming in VB.NET,0.133878824,0.217181407,49
Electrical Engineering Projects and Tools,Programming Language Structures,0.643982928,0.036241025,165
Electrical Engineering Projects and Tools,Psychology of Personal Adjustment,0.666666667,0.5,3
Electrical Engineering Projects and Tools,Psychology of Women,0.191158879,0.322950794,18
Electrical Engineering Projects and Tools,Quality Management,0.310992098,-0.381513513,9
Electrical Engineering Projects and Tools,"Race, Gender, and Class",0.049221018,0.317057268,39
Electrical Engineering Projects and Tools,Real Analysis,0.343110821,-0.544107188,5
Electrical Engineering Projects and Tools,Real-Time Embedded Systems Programming,0.017645537,0.20627636,132
Electrical Engineering Projects and Tools,Risk Management,1,0,3
Electrical Engineering Projects and Tools,"Science, Technology, and Ethics",0.13050097,0.137099281,123
Electrical Engineering Projects and Tools,Scuba Diving,0.254426306,-0.292592852,17
Electrical Engineering Projects and Tools,Self Defense,0.39321139,-0.35149982,8
Electrical Engineering Projects and Tools,Senior Seminar,0.165370396,0.72547625,5
Electrical Engineering Projects and Tools,Signals and Systems,0.74180111,0.25819889,4
Electrical Engineering Projects and Tools,Small Business Management,0.935371506,-0.038096966,7
Electrical Engineering Projects and Tools,Soccer,0.085619329,0.603022689,9
Electrical Engineering Projects and Tools,Social Inequalities,0.672198551,0.12422945,14
Electrical Engineering Projects and Tools,Software Engineering Project I,0.222619913,0.106863922,132
Electrical Engineering Projects and Tools,Software Engineering Project II,0.015654324,0.211611547,130
Electrical Engineering Projects and Tools,Software Maintenance and Reengineering,0.000972209,0.272038749,144
Electrical Engineering Projects and Tools,Software Quality,0.055695214,0.157101172,149
Electrical Engineering Projects and Tools,Special Topics,0.333333333,-0.866025404,3
Electrical Engineering Projects and Tools,Special Topics in Computer Science,0.15482279,0.401441899,14
Electrical Engineering Projects and Tools,Statistical Methods with Applications,0.00039677,0.288387202,147
Electrical Engineering Projects and Tools,Statistics and Probability,0.666666667,0.333333333,4
Electrical Engineering Projects and Tools,Strategic Management,0.422649731,-0.577350269,4
Electrical Engineering Projects and Tools,Supply Chain Management,0.700568455,0.179245283,7
Electrical Engineering Projects and Tools,Swimming,0.05812528,0.499266696,15
Electrical Engineering Projects and Tools,Systems Analysis and Design,0.225368437,0.332887606,15
Electrical Engineering Projects and Tools,Systems Development and Implementation,0.095152246,0.482217489,13
Electrical Engineering Projects and Tools,Technical Writing,0.357262285,0.125360778,56
Electrical Engineering Projects and Tools,The Legal Environment of Business,0.778447968,0.131642617,7
Electrical Engineering Projects and Tools,The Native American Experience,0.685037642,-0.25,5
Electrical Engineering Projects and Tools,"The Political Economy of Race, Gender and Ethnicity",0.919918907,0.014434973,51
Electrical Engineering Projects and Tools,The Psychology of Human Sexuality,0.921609788,0.046225016,7
Electrical Engineering Projects and Tools,Theory of Numbers,1,0,3
Electrical Engineering Projects and Tools,Trigonometry and Analytic Geometry,0.033700613,0.350008805,37
Electrical Engineering Projects and Tools,Volleyball,0.08266261,0.333705981,28
Electrical Engineering Projects and Tools,Weather and Climate,0.559404344,0.353553391,5
Electrical Engineering Projects and Tools,Web Development: Basics,0.552786405,0.447213595,4
Electrical Engineering Projects and Tools,"Web Protocols, Technologies and Applications",0.82759863,-0.052013958,20
Electrical Engineering Projects and Tools,Weight Training,0.764064645,0.088292992,14
Electrical Engineering Projects and Tools,Windows Programming,0.942447556,-0.011788289,40
Electrical Engineering Projects and Tools,Women in Science and Engineering,0.177693437,0.46310305,10
Electrical Engineering Projects and Tools,World Civilization I,0.098722043,0.241138104,48
Electrical Engineering Projects and Tools,World Civilization II,0.026911389,0.1890761,137
Electrical Engineering Projects and Tools,World Literature I,0.666666667,-0.5,3
Electrical Engineering Projects and Tools,World Regional Geography,0.173746134,0.496717375,9
Electrical Engineering Projects and Tools,World Rhythm Rudiments,0.183503419,0.816496581,4
Elementary Algebra,Elementary Statistics,0.541750906,0.368421053,5
Elementary Algebra,Financial Accounting,0.205121212,0.545705156,7
Elementary Algebra,Finite Mathematics with Applications,0.333333333,0.866025404,3
Elementary Algebra,Fitness Assessment and Management,0.034533698,0.638369429,11
Elementary Algebra,General Psychology,0.484139842,0.291162568,8
Elementary Algebra,Global Business,0.028736451,0.685296142,10
Elementary Algebra,Human Resource Management,0.185434894,0.702959492,5
Elementary Algebra,Intermediate Algebra,0.087726759,0.538098797,11
Elementary Algebra,Introduction to College Life,0.333333333,0.866025404,3
Elementary Algebra,Introduction to Computer Security,0.333333333,-0.866025404,3
Elementary Algebra,Introduction to Marketing,0.545680416,0.313112146,6
Elementary Algebra,Introduction to Philosophy,0.356269193,-0.462030828,6
Elementary Algebra,Introduction to Politics,1,0,3
Elementary Algebra,Introduction to Programming,0.033366745,0.641537983,11
Elementary Algebra,Introduction to Software Engineering,0.111111111,0.888888889,4
Elementary Algebra,Jogging/Walking,0,1,3
Elementary Algebra,Leadership and Management,0.005750458,0.741760347,12
Elementary Algebra,Management Accounting,1,0,3
Elementary Algebra,"Management, Gender & Race",1,0,5
Elementary Algebra,Microcomputer Applications,0.666666667,-0.5,3
Elementary Algebra,Music Appreciation,0.000243335,0.972222222,7
Elementary Algebra,Object-Oriented Programming and Data Structures I,0.18345264,0.626224291,6
Elementary Algebra,Object-Oriented Programming and Data Structures II,0.057190958,-0.942809042,4
Elementary Algebra,Oral Communication for Professionals,0.764126059,0.186338998,5
Elementary Algebra,Organizational Behavior,0.5,0.5,4
Elementary Algebra,Planet Earth,0.08935607,0.685185185,7
Elementary Algebra,Precalculus,0.611111111,0.388888889,4
Elementary Algebra,Principles of Macroeconomics,0.032177834,0.796154028,7
Elementary Algebra,Principles of Microeconomics,0.866222705,-0.105263158,5
Elementary Algebra,Programming in C++,0.072584784,0.59,10
Elementary Algebra,Programming in COBOL,0.405771569,0.486664263,5
Elementary Algebra,Programming in VB.NET,0.5,0.5,4
Elementary Algebra,Technical Writing,0.611111111,-0.388888889,4
Elementary Algebra,The Legal Environment of Business,0.666666667,0.5,3
Elementary Algebra,Windows Programming,0.051316702,0.948683298,4
Elementary Algebra,World Civilization I,0.747060078,0.2,5
Elementary Algebra,World Civilization II,0.178222837,0.528395949,8
Elementary Chinese,Engineering Success Skills,0.666666667,0.5,3
Elementary Chinese,Fitness Assessment and Management,0.422649731,0.577350269,4
Elementary Chinese,Introduction to Engineering Projects,0.333333333,0.866025404,3
Elementary Chinese,Leadership and Management,0.559404344,0.353553391,5
Elementary Chinese,Microcomputer Applications,0.333333333,0.866025404,3
Elementary Chinese,Object-Oriented Programming and Data Structures I,0.333333333,0.866025404,3
Elementary Chinese,Object-Oriented Programming and Data Structures II,0,1,3
Elementary Chinese,Oral Communication for Professionals,0.5,0.5,4
Elementary Chinese,Principles of Macroeconomics,0.666666667,0.5,3
Elementary Chinese,Principles of Microeconomics,0.944444444,0.055555556,4
Elementary Chinese,Programming in C++,0.253757542,0.630893268,5
Elementary Chinese,Technical Writing,0.333333333,0.866025404,3
Elementary Chinese,World Civilization II,1,0,3
Elementary French,Engineering Success Skills,0.333333333,0.866025404,3
Elementary French,Fitness Assessment and Management,0.727834473,0.272165527,4
Elementary French,Introduction to Computer Security,0,1,3
Elementary French,Introduction to Software Engineering,0.333333333,0.866025404,3
Elementary French,Leadership and Management,0.218893981,0.666885929,5
Elementary French,Object Oriented Analysis and Design,0.666666667,0.5,3
Elementary French,Object-Oriented Programming and Data Structures I,0.944444444,-0.055555556,4
Elementary French,Object-Oriented Programming and Data Structures II,0,1,3
Elementary French,Precalculus,0.666666667,0.5,3
Elementary French,Programming in C++,0.931184657,-0.054073807,5
Elementary French,Programming in VB.NET,0.333333333,-0.866025404,3
Elementary French,Programming Language Structures,1,0,3
Elementary French,Technical Writing,1,0,3
Elementary French,World Civilization II,0.5,0.5,4
Elementary German,Elementary Statistics,0.028187729,0.686988618,10
Elementary German,Engineering Mechanics-Statics,0.666666667,-0.5,3
Elementary German,Engineering Success Skills,0.166362864,0.340810906,18
Elementary German,"Ethnicity, Race and Crime",0.666666667,0.5,3
Elementary German,Financial Accounting,0.337389284,0.320000886,11
Elementary German,Finite Mathematics with Applications,0.109167272,0.716497721,6
Elementary German,Fitness Assessment and Management,0.117511887,0.302626784,28
Elementary German,General Chemistry I,0.362245481,0.526315789,5
Elementary German,General Physics I,0.104520882,-0.576042983,9
Elementary German,General Physics II,0.143419277,-0.566230788,8
Elementary German,General Psychology,0.054461132,0.567163019,12
Elementary German,Global Business,0.328685696,-0.294507545,13
Elementary German,History of the United States since 1877,0,1,5
Elementary German,History of the United States to 1877,0,1,3
Elementary German,Human Resource Management,0.592246016,0.247716847,7
Elementary German,Intermediate Algebra,0.059317608,0.735980072,7
Elementary German,Intermediate Software Engineering,0.467403554,0.301892763,8
Elementary German,International Relations,0,1,3
Elementary German,Interpretation of Business and Economic Data,0.455668946,-0.544331054,4
Elementary German,Introduction to American Government,0.683772234,-0.316227766,4
Elementary German,Introduction to Anthropology,0,1,3
Elementary German,Introduction to College Life,0.333333333,-0.866025404,3
Elementary German,Introduction to Computer Security,0.791331014,0.090485424,11
Elementary German,Introduction to Engineering Projects,0.210459149,0.372181759,13
Elementary German,Introduction to Ethnic Studies,0.666666667,0.5,3
Elementary German,Introduction to Marketing,0.053523441,0.624633651,10
Elementary German,Introduction to Microprocessors,0.166666667,0.833333333,4
Elementary German,Introduction to Philosophy,0.24981802,0.329599727,14
Elementary German,Introduction to Politics,0.333333333,0.866025404,3
Elementary German,Introduction to Programming,0.422525434,0.233112209,14
Elementary German,Introduction to Sociology,0.344277741,0.423076923,7
Elementary German,Introduction to Software Engineering,0.038111248,0.478742638,19
Elementary German,Introductory Physics I,0.666666667,0.5,3
Elementary German,Leadership and Management,0.024780848,0.41604695,29
Elementary German,Linear Algebra,0.095829941,0.735294118,6
Elementary German,Logic and Digital Design,1,0,5
Elementary German,Management Accounting,0.021811418,0.708550991,10
Elementary German,"Management, Gender & Race",0.240597196,0.386294971,11
Elementary German,Microcomputer Applications,0.333333333,0.866025404,3
Elementary German,Music Appreciation,0.148866286,0.344320826,19
Elementary German,Object Oriented Analysis and Design,0.285084599,0.307360527,14
Elementary German,Object-Oriented Programming and Data Structures I,0.020034744,0.444967177,27
Elementary German,Object-Oriented Programming and Data Structures II,0.049045694,0.483911768,17
Elementary German,Oral Communication for Professionals,0.006836814,0.547599799,23
Elementary German,Organizational Behavior,0.333333333,-0.866025404,3
Elementary German,Personal Financial Planning,0.666666667,0.5,3
Elementary German,Physical Science,0,1,3
Elementary German,Planet Earth,0.87540175,-0.057145449,10
Elementary German,Power Systems Technology,0.666666667,0.5,3
Elementary German,Precalculus,0.067684212,0.543675054,12
Elementary German,Principles of Macroeconomics,0.401240676,0.225416294,16
Elementary German,Principles of Microeconomics,0.250251995,0.285814088,18
Elementary German,Programming in C++,0.132613918,0.28597182,29
Elementary German,Programming in COBOL,0.024616009,0.576037111,15
Elementary German,Programming in VB.NET,0.338528871,0.265684466,15
Elementary German,Programming Language Structures,0.173664353,0.38531098,14
Elementary German,"Race, Gender, and Class",0.898736032,-0.06761234,6
Elementary German,Racquet Sports,0.150200422,0.664211164,6
Elementary German,Real-Time Embedded Systems Programming,1,0,5
Elementary German,"Science, Technology, and Ethics",0.542985317,0.280056017,7
Elementary German,Scuba Diving,0.333333333,0.866025404,3
Elementary German,Self Defense,0.333333333,0.866025404,3
Elementary German,Small Business Management,0,1,3
Elementary German,Software Engineering Project I,0.312036357,0.573539335,5
